round,clone,number,P0,A1,A0,f,ss.f,length,mm,time ,fecundity,death.age,end.size,dead,infected,susceptible,spore yield,mult.inf,mult.uninf,mult.ed,tolerant
1,Cback.256,12,0,213.21,385.9988889,23.56770026,18.45287939,58,1.130125128,0.377777778,7,12,64,1,0,1,,0,1,0,No
1,Cback.256,13,0,299.16,385.9988889,10.11928011,9.48857081,53,1.032700548,0.377777778,27,,90,0,0,1,,0,1,0,No
1,Cback.256,14,0,326.1,385.9988889,6.695619147,9.537987648,43,0.837851388,0.377777778,0,,,,,,,,,,No
1,Cback.256,15,0,305.25,385.9988889,9.319104712,12.12138061,45,0.87682122,0.377777778,17,,88,0,0,1,,0,1,0,No
1,Cback.256,1,75,,,,,avg,0.997627699,0.377777778,13,,88,0,0,1,0,0,1,0,No
1,Cback.256,2,75,,,,,avg,0.997627699,0.377777778,16,18,78,1,1,0,36.625,1,0,0,No
1,Cback.256,3,75,,,,,avg,0.997627699,0.377777778,21,,92,0,0,1,0,0,1,0,No
1,Cback.256,4,75,,,,,avg,0.997627699,0.377777778,8,15,78,1,1,0,,1,0,0,No
1,Cback.256,5,75,,,,,avg,0.997627699,0.377777778,15,17,75,1,1,0,32.25,1,0,0,No
1,Cback.256,6,75,,,,,avg,0.997627699,0.377777778,31,,91,0,0,1,0,0,1,0,No
1,Cback.256,7,75,,,,,avg,0.997627699,0.377777778,5,18,75,1,1,0,35.625,1,0,0,No
1,Cback.256,8,75,,,,,avg,0.997627699,0.377777778,14,,90,0,0,1,0,0,1,0,No
1,Cback.256,9,75,,,,,avg,0.997627699,0.377777778,8,19,76,1,1,0,32.5,1,0,0,No
1,Cback.256,10,75,,,,,avg,0.997627699,0.377777778,16,16,75,1,1,0,30.125,1,0,0,No
1,Cback.256,11,75,,,,,avg,0.997627699,0.377777778,17,,87,0,0,1,0,0,1,0,No
1,Cback.256,12,75,,,,,avg,0.997627699,0.377777778,10,17,73,1,1,0,27.625,1,0,0,No
1,Cback.256,13,75,,,,,avg,0.997627699,0.377777778,6,16,76,1,1,0,26.625,1,0,0,No
1,Cback.256,14,75,,,,,avg,0.997627699,0.377777778,11,17,79,1,1,0,11.125,1,0,0,No
1,Cback.256,15,75,,,,,avg,0.997627699,0.377777778,13,17,,1,1,0,39,1,0,0,No
1,Cback.256,1,200,,,,,avg,0.997627699,0.377777778,19,18,81,1,1,0,31.125,1,0,0,No
1,Cback.256,2,200,,,,,avg,0.997627699,0.377777778,11,18,59,1,1,0,18.5,1,0,0,No
1,Cback.256,3,200,,,,,avg,0.997627699,0.377777778,17,19,72,1,1,0,33,1,0,0,No
1,Cback.256,4,200,,,,,avg,0.997627699,0.377777778,7,15,76,1,1,0,32.25,1,0,0,No
1,Cback.256,5,200,,,,,avg,0.997627699,0.377777778,27,,95,0,0,1,0,0,1,0,No
1,Cback.256,6,200,,,,,avg,0.997627699,0.377777778,11,16,73,1,1,0,31.5,1,0,0,No
1,Cback.256,7,200,,,,,avg,0.997627699,0.377777778,11,16,68,1,1,0,21,1,0,0,No
1,Cback.256,8,200,,,,,avg,0.997627699,0.377777778,29,,94,0,0,1,0,0,1,0,No
1,Cback.256,9,200,,,,,avg,0.997627699,0.377777778,8,15,74,1,1,0,22.5,1,0,0,No
1,Cback.256,10,200,,,,,avg,0.997627699,0.377777778,16,,90,0,0,1,0,0,1,0,No
1,Cback.256,11,200,,,,,avg,0.997627699,0.377777778,15,17,71,1,1,0,37.25,1,0,0,No
1,Cback.256,12,200,,,,,avg,0.997627699,0.377777778,14,,85,0,0,1,0,0,1,0,No
1,Cback.256,13,200,,,,,avg,0.997627699,0.377777778,16,16,72,1,1,0,24.625,1,0,0,No
1,Cback.256,14,200,,,,,avg,0.997627699,0.377777778,22,,90,0,0,1,0,0,1,0,No
1,Cback.256,15,200,,,,,avg,0.997627699,0.377777778,11,17,75,1,1,0,19.75,1,0,0,No
1,Cback.256,1,393,381.73,385.9988889,0.441566676,0.504796971,48,0.935275968,0.377777778,8,,87,0,0,1,0,0,1,0,No
1,Cback.256,2,393,345.32,385.9988889,4.421764889,4.307168716,52,1.013215632,0.377777778,10,17,77,1,1,0,29.375,1,0,0,No
1,Cback.256,3,393,363.9,385.9988889,2.340875633,3.18475415,44,0.857336304,0.377777778,6,16,64,1,1,0,17,1,0,0,No
1,Cback.256,4,393,377.94,385.9988889,0.837755923,0.998906216,47,0.915791052,0.377777778,6,17,61,1,1,0,21.625,1,0,0,No
1,Cback.256,5,393,330.74,385.9988889,6.134635167,5.975647583,52,1.013215632,0.377777778,11,15,75,1,1,0,30.75,1,0,0,No
1,Cback.256,6,393,352.29,385.9988889,3.628315226,3.402171455,53,1.032700548,0.377777778,14,,89,0,0,1,0,0,1,0,No
1,Cback.256,7,393,367.57,385.9988889,1.942440124,1.967026508,51,0.993730716,0.377777778,10,17,73,1,1,0,27.75,1,0,0,No
1,Cback.256,8,393,339.24,385.9988889,5.127088345,5.624469487,49,0.954760884,0.377777778,10,16,72,1,1,0,25.25,1,0,0,No
1,Cback.256,9,393,301.56,385.9988889,9.802012087,8.534788806,55,1.07167038,0.377777778,20,,95,0,0,1,0,0,1,0,No
1,Cback.256,10,393,328.95,385.9988889,6.350111235,6.430487598,51,0.993730716,0.377777778,24,,88,0,0,1,0,0,1,0,No
1,Cback.256,11,393,300.58,385.9988889,9.93125711,8.64732478,55,1.07167038,0.377777778,12,17,75,1,1,0,30.5,1,0,0,No
1,Cback.256,12,393,308.24,385.9988889,8.932068157,8.700581216,52,1.013215632,0.377777778,14,17,76,1,1,0,36.375,1,0,0,No
1,Cback.256,13,393,333.02,385.9988889,5.861856548,6.175869375,50,0.9742458,0.377777778,12,,81,0,0,1,0,0,1,0,No
1,Cback.256,14,393,327.29,385.9988889,6.550988674,7.489059794,48,0.935275968,0.377777778,9,16,70,1,1,0,20.625,1,0,0,No
1,Cback.256,15,393,308.36,385.9988889,8.916613386,10.63180849,47,0.915791052,0.377777778,8,16,68,1,1,0,24.875,1,0,0,No
1,Dog.4,1,0,339.67,385.9988889,5.201082016,4.072308205,58,1.130125128,0.36875,7,14,64,1,0,1,,0,1,0,No
1,Dog.4,2,0,383.51,385.9988889,0.263137418,0.199104699,59,1.149610044,0.36875,19,20,92,1,0,1,,0,1,0,No
1,Dog.4,4,0,345.07,385.9988889,4.559479157,4.617190642,51,0.993730716,0.36875,14,21,86,1,0,1,,0,1,0,No
1,Dog.4,6,0,321.47,385.9988889,7.441231086,6.249879757,56,1.091155296,0.36875,6,20,75,1,0,1,,0,1,0,No
1,Dog.4,8,0,245.92,385.9988889,18.33877469,10.76028151,67,1.305489372,0.36875,19,22,86,1,0,1,,0,1,0,No
1,Dog.4,9,0,346.37,385.9988889,4.406518905,2.924269961,63,1.227549708,0.36875,25,,95,0,0,1,,0,1,0,No
1,Dog.4,10,0,217.84,385.9988889,23.27079224,12.5088681,70,1.36394412,0.36875,0,13,81,1,0,1,,0,1,0,No
1,Dog.4,12,0,253.36,385.9988889,17.12636293,9.755515918,68,1.324974288,0.36875,24,22,86,1,0,1,,0,1,0,No
1,Dog.4,13,0,285.41,385.9988889,12.28099314,7.656137061,65,1.26651954,0.36875,9,15,82,1,0,1,,0,1,0,No
1,Dog.4,14,0,318.2,385.9988889,7.85712712,6.841342369,55,1.07167038,0.36875,17,21,83,1,0,1,,0,1,0,No
1,Dog.4,1,75,,,,,avg,1.183708647,0.36875,0,8,,1,0,1,0,0,0,1,No
1,Dog.4,2,75,,,,,avg,1.183708647,0.36875,10,15,84,1,0,1,0,0,1,0,No
1,Dog.4,5,75,,,,,avg,1.183708647,0.36875,18,,93,0,0,1,0,0,1,0,No
1,Dog.4,6,75,,,,,avg,1.183708647,0.36875,20,16,80,1,1,0,26.625,1,0,0,No
1,Dog.4,7,75,,,,,avg,1.183708647,0.36875,13,21,82,1,0,1,0,0,1,0,No
1,Dog.4,11,75,,,,,avg,1.183708647,0.36875,9,14,83,1,0,1,0,0,1,0,No
1,Dog.4,1,200,,,,,avg,1.183708647,0.36875,14,16,81,1,1,0,26.375,1,0,0,No
1,Dog.4,2,200,,,,,avg,1.183708647,0.36875,3,12,75,1,0,1,0,0,1,0,No
1,Dog.4,3,200,,,,,avg,1.183708647,0.36875,14,20,84,1,0,1,0,0,1,0,No
1,Dog.4,4,200,,,,,avg,1.183708647,0.36875,3,11,,1,0,1,0,0,0,1,No
1,Dog.4,5,200,,,,,avg,1.183708647,0.36875,0,8,,1,0,1,0,0,0,1,No
1,Dog.4,9,200,,,,,avg,1.183708647,0.36875,11,17,89,1,1,0,23,1,0,0,No
1,Dog.4,11,200,,,,,avg,1.183708647,0.36875,5,14,79,1,0,1,0,0,1,0,No
1,Dog.4,12,200,,,,,avg,1.183708647,0.36875,0,8,,1,0,1,0,0,0,1,No
1,Dog.4,1,393,395.37,385.9988889,-0.975764518,-0.849615774,55,1.07167038,0.36875,3,14,75,1,1,0,,1,0,0,No
1,Dog.4,6,393,313.31,385.9988889,8.487106788,5.131859052,66,1.286004456,0.36875,15,17,82,1,1,0,33.5,1,0,0,No
1,Dog.4,10,393,332.11,385.9988889,6.116674641,4.475234567,60,1.16909496,0.36875,16,,91,0,0,1,0,0,1,0,No
1,Dog.4,11,393,274.75,385.9988889,13.82940601,7.433791416,70,1.36394412,0.36875,6,16,80,1,1,0,20.375,1,0,0,No
1,Dog.4,14,393,352.12,385.9988889,3.736778211,2.827458393,59,1.149610044,0.36875,9,16,76,1,1,0,24.625,1,0,0,No
1,Dog.4,15,393,331.72,385.9988889,6.164471241,6.494694785,50,0.9742458,0.36875,6,16,60,1,1,0,6.5,1,0,0,No
1,Mid.276,1,0,315.55,385.9988889,8.259534358,8.045477064,52,1.013215632,0.365972222,36,23,94,1,0,1,,0,1,0,No
1,Mid.276,2,0,262,385.9988889,15.88194255,14.34561018,54,1.052185464,0.365972222,20,20,88,1,0,1,,0,1,0,No
1,Mid.276,3,0,339.89,385.9988889,5.214020929,6.781888835,45,0.87682122,0.365972222,11,22,82,1,0,1,,0,1,0,No
1,Mid.276,4,0,250.96,385.9988889,17.64645925,15.93943717,54,1.052185464,0.365972222,19,21,96,1,0,1,,0,1,0,No
1,Mid.276,5,0,320.68,385.9988889,7.598558244,8.33569779,49,0.954760884,0.365972222,22,,100,0,0,1,,0,1,0,No
1,Mid.276,6,0,299.5,385.9988889,10.39915291,9.393195662,54,1.052185464,0.365972222,30,,98,0,0,1,,0,1,0,No
1,Mid.276,7,0,271.94,385.9988889,14.35572221,14.53742938,51,0.993730716,0.365972222,13,14,85,1,0,1,,0,1,0,No
1,Mid.276,8,0,329.75,385.9988889,6.455395646,8.396547742,45,0.87682122,0.365972222,17,,93,0,0,1,,0,1,0,No
1,Mid.276,9,0,315.38,385.9988889,8.281621569,9.874669975,47,0.915791052,0.365972222,9,,92,0,0,1,,0,1,0,No
1,Mid.276,10,0,233.61,385.9988889,20.5827684,19.29989616,53,1.032700548,0.365972222,27,20,85,1,0,1,,0,1,0,No
1,Mid.276,11,0,182.37,385.9988889,30.73171359,21.75354454,61,1.188579876,0.365972222,19,19,86,1,0,1,,0,1,0,No
1,Mid.276,12,0,255.53,385.9988889,16.90680247,17.81248018,50,0.9742458,0.365972222,26,22,87,1,0,1,,0,1,0,No
1,Mid.276,13,0,286.64,385.9988889,12.1979511,17.37612375,43,0.837851388,0.365972222,16,21,92,1,0,1,,0,1,0,No
1,Mid.276,14,0,213.9,385.9988889,24.19551973,18.30770291,59,1.149610044,0.365972222,20,,97,0,0,1,,0,1,0,No
1,Mid.276,15,0,229.54,385.9988889,21.30314078,18.5490291,55,1.07167038,0.365972222,11,17,88,1,0,1,,0,1,0,No
1,Mid.276,1,75,,,,,avg,0.989833733,0.365972222,1,9,,1,0,1,0,0,0,1,No
1,Mid.276,2,75,,,,,avg,0.989833733,0.365972222,18,20,86,1,0,1,0,0,1,0,No
1,Mid.276,3,75,,,,,avg,0.989833733,0.365972222,11,20,82,1,0,1,0,0,1,0,No
1,Mid.276,4,75,,,,,avg,0.989833733,0.365972222,14,17,88,1,1,0,34,1,0,0,No
1,Mid.276,5,75,,,,,avg,0.989833733,0.365972222,15,,100,0,0,1,0,0,1,0,No
1,Mid.276,6,75,,,,,avg,0.989833733,0.365972222,17,20,90,1,0,1,0,0,1,0,No
1,Mid.276,7,75,,,,,avg,0.989833733,0.365972222,14,,93,0,0,1,0,0,1,0,No
1,Mid.276,8,75,,,,,avg,0.989833733,0.365972222,15,20,90,1,1,0,28.375,1,0,0,No
1,Mid.276,9,75,,,,,avg,0.989833733,0.365972222,8,16,84,1,1,0,29.75,1,0,0,No
1,Mid.276,10,75,,,,,avg,0.989833733,0.365972222,23,19,88,1,1,0,16.375,1,0,0,No
1,Mid.276,11,75,,,,,avg,0.989833733,0.365972222,6,14,87,1,1,0,19.25,1,0,0,No
1,Mid.276,12,75,,,,,avg,0.989833733,0.365972222,17,18,90,1,1,0,46.625,1,0,0,No
1,Mid.276,13,75,,,,,avg,0.989833733,0.365972222,10,15,82,1,1,0,17.625,1,0,0,No
1,Mid.276,14,75,,,,,avg,0.989833733,0.365972222,0,9,,1,0,1,0,0,0,1,No
1,Mid.276,15,75,,,,,avg,0.989833733,0.365972222,25,,99,0,0,1,0,0,1,0,No
1,Mid.276,1,200,,,,,avg,0.989833733,0.365972222,12,17,77,1,1,0,27.25,1,0,0,No
1,Mid.276,2,200,,,,,avg,0.989833733,0.365972222,26,21,90,1,0,1,0,0,1,0,No
1,Mid.276,3,200,,,,,avg,0.989833733,0.365972222,23,,95,0,0,1,0,0,1,0,No
1,Mid.276,4,200,,,,,avg,0.989833733,0.365972222,19,17,90,1,1,0,46.25,1,0,0,No
1,Mid.276,5,200,,,,,avg,0.989833733,0.365972222,31,,91,0,0,1,0,0,1,0,No
1,Mid.276,6,200,,,,,avg,0.989833733,0.365972222,28,,95,0,0,1,0,0,1,0,No
1,Mid.276,7,200,,,,,avg,0.989833733,0.365972222,22,22,89,1,0,1,0,0,1,0,No
1,Mid.276,8,200,,,,,avg,0.989833733,0.365972222,11,19,86,1,1,0,33,1,0,0,No
1,Mid.276,9,200,,,,,avg,0.989833733,0.365972222,6,18,87,1,1,0,26.417,1,0,0,No
1,Mid.276,10,200,,,,,avg,0.989833733,0.365972222,18,,93,0,0,1,0,0,1,0,No
1,Mid.276,11,200,,,,,avg,0.989833733,0.365972222,22,,97,0,0,1,0,0,1,0,No
1,Mid.276,12,200,,,,,avg,0.989833733,0.365972222,11,17,84,1,1,0,31,1,0,0,No
1,Mid.276,13,200,,,,,avg,0.989833733,0.365972222,26,,,0,0,1,0,0,1,0,No
1,Mid.276,14,200,,,,,avg,0.989833733,0.365972222,6,18,83,1,1,0,20.5,1,0,0,No
1,Mid.276,1,393,,,,,44,0.857336304,0.365972222,7,16,73,1,1,0,25,1,0,0,No
1,Mid.276,2,393,379.42,385.9988889,0.704591181,0.877050224,46,0.896306136,0.365972222,16,,95,0,0,1,0,0,1,0,No
1,Mid.276,3,393,374.13,385.9988889,1.280062739,0.936551534,60,1.16909496,0.365972222,13,16,85,1,1,0,24.75,1,0,0,No
1,Mid.276,4,393,377.12,385.9988889,0.953804018,0.89435581,53,1.032700548,0.365972222,14,19,80,1,1,0,22.875,1,0,0,No
1,Mid.276,5,393,360.26,385.9988889,2.828431794,3.678947643,45,0.87682122,0.365972222,14,,93,0,0,1,0,0,1,0,No
1,Mid.276,6,393,326.84,385.9988889,6.818703428,5.937168122,55,1.07167038,0.365972222,14,17,82,1,1,0,29.25,1,0,0,No
1,Mid.276,7,393,356.43,385.9988889,3.266502987,3.583387908,49,0.954760884,0.365972222,10,18,82,1,1,0,26,1,0,0,No
1,Mid.276,8,393,399.56,385.9988889,-1.415248834,-1.491062066,50,0.9742458,0.365972222,13,17,85,1,1,0,32.875,1,0,0,No
1,Mid.276,9,393,315.32,385.9988889,8.289419898,9.883968386,47,0.915791052,0.365972222,0,,,,,,,,,,No
1,Mid.276,10,393,395.24,385.9988889,-0.969691808,-1.108547167,48,0.935275968,0.365972222,15,19,87,1,1,0,35.25,1,0,0,No
1,Mid.276,11,393,274.75,385.9988889,13.93437304,10.54353718,59,1.149610044,0.365972222,18,,90,0,0,1,0,0,1,0,No
1,Mid.276,12,393,392.32,385.9988889,-0.665761281,-0.948384718,43,0.837851388,0.365972222,0,8,,1,0,1,0,0,0,1,No
1,Mid.276,13,393,351.1,385.9988889,3.884041001,3.933203146,51,0.993730716,0.365972222,6,,96,0,0,1,0,0,1,0,No
1,Mid.276,14,393,338.15,385.9988889,5.424383281,5.086295101,53,1.032700548,0.365972222,20,17,86,1,1,0,36.25,1,0,0,No
1,Mid.276,15,393,367.15,385.9988889,2.051959302,2.251020795,49,0.954760884,0.365972222,10,16,79,1,1,0,23.125,1,0,0,No
1,Mid.277,1,0,265.09,385.9988889,15.08647985,12.67111368,56,1.091155296,0.373611111,22,20,90,1,0,1,,0,1,0,No
1,Mid.277,2,0,262,385.9988889,15.55721882,13.06648669,56,1.091155296,0.373611111,23,22,96,1,0,1,,0,1,0,No
1,Mid.277,3,0,216.16,385.9988889,23.2788426,19.55186789,56,1.091155296,0.373611111,18,,97,0,0,1,,0,1,0,No
1,Mid.277,4,0,,,,,53,1.032700548,0.373611111,20,,96,0,0,1,,0,1,0,No
1,Mid.277,5,0,242.23,385.9988889,18.70715789,15.16564985,57,1.110640212,0.373611111,22,,98,0,0,1,,0,1,0,No
1,Mid.277,6,0,211.86,385.9988889,24.08555824,20.22942725,56,1.091155296,0.373611111,15,,101,0,0,1,,0,1,0,No
1,Mid.277,7,0,227.26,385.9988889,21.26836189,22.40768326,50,0.9742458,0.373611111,22,21,96,1,0,1,,0,1,0,No
1,Mid.277,8,0,191.76,385.9988889,28.08762427,23.590757,56,1.091155296,0.373611111,10,19,91,1,0,1,,0,1,0,No
1,Mid.277,9,0,214.25,385.9988889,23.63517502,19.851151,56,1.091155296,0.373611111,27,21,94,1,0,1,,0,1,0,No
1,Mid.277,10,0,224.71,385.9988889,21.721402,19.62019221,54,1.052185464,0.373611111,29,,102,0,0,1,,0,1,0,No
1,Mid.277,11,0,268.86,385.9988889,14.51952373,15.2973177,50,0.9742458,0.373611111,28,23,94,1,0,1,,0,1,0,No
1,Mid.277,12,0,185.83,385.9988889,29.34878776,22.97931639,58,1.130125128,0.373611111,5,19,90,1,0,1,,0,1,0,No
1,Mid.277,13,0,311.72,385.9988889,8.580946967,9.809698676,48,0.935275968,0.373611111,20,,94,0,0,1,,0,1,0,No
1,Mid.277,14,0,201.43,385.9988889,26.11241523,21.16899576,57,1.110640212,0.373611111,34,22,97,1,0,1,,0,1,0,No
1,Mid.277,15,0,235.39,385.9988889,19.85717621,19.34254994,52,1.013215632,0.373611111,23,,102,0,0,1,,0,1,0,No
1,Mid.277,1,75,,,,,avg,1.056082447,0.373611111,17,17,91,1,1,0,43.25,1,0,0,No
1,Mid.277,2,75,,,,,avg,1.056082447,0.373611111,3,18,75,1,0,1,0,0,1,0,No
1,Mid.277,3,75,,,,,avg,1.056082447,0.373611111,15,18,93,1,1,0,21.75,1,0,0,No
1,Mid.277,4,75,,,,,avg,1.056082447,0.373611111,9,20,89,1,0,1,0,0,1,0,No
1,Mid.277,5,75,,,,,avg,1.056082447,0.373611111,16,17,86,1,1,0,24,1,0,0,No
1,Mid.277,6,75,,,,,avg,1.056082447,0.373611111,6,16,89,1,1,0,41.25,1,0,0,No
1,Mid.277,7,75,,,,,avg,1.056082447,0.373611111,22,20,90,1,0,1,0,0,1,0,No
1,Mid.277,8,75,,,,,avg,1.056082447,0.373611111,11,18,87,1,1,0,35.875,1,0,0,No
1,Mid.277,10,75,,,,,avg,1.056082447,0.373611111,12,18,89,1,1,0,28.25,1,0,0,No
1,Mid.277,11,75,,,,,avg,1.056082447,0.373611111,13,17,86,1,1,0,40,1,0,0,No
1,Mid.277,12,75,,,,,avg,1.056082447,0.373611111,20,,95,0,0,1,0,0,1,0,No
1,Mid.277,13,75,,,,,avg,1.056082447,0.373611111,24,21,92,1,0,1,0,0,1,0,No
1,Mid.277,14,75,,,,,avg,1.056082447,0.373611111,15,18,82,1,1,0,28.375,1,0,0,No
1,Mid.277,15,75,,,,,avg,1.056082447,0.373611111,20,,94,0,0,1,0,0,1,0,No
1,Mid.277,1,200,,,,,avg,1.056082447,0.373611111,7,19,89,1,1,0,32.875,1,0,0,No
1,Mid.277,2,200,,,,,avg,1.056082447,0.373611111,15,19,88,1,1,0,40.5,1,0,0,No
1,Mid.277,3,200,,,,,avg,1.056082447,0.373611111,20,22,95,1,0,1,0,0,1,0,No
1,Mid.277,4,200,,,,,avg,1.056082447,0.373611111,27,,97,0,0,1,0,0,1,0,No
1,Mid.277,5,200,,,,,avg,1.056082447,0.373611111,13,21,90,1,0,1,0,0,1,0,No
1,Mid.277,6,200,,,,,avg,1.056082447,0.373611111,13,19,87,1,1,0,32.875,1,0,0,No
1,Mid.277,7,200,,,,,avg,1.056082447,0.373611111,12,17,81,1,1,0,26.375,1,0,0,No
1,Mid.277,8,200,,,,,avg,1.056082447,0.373611111,5,11,,1,0,1,0,0,0,1,No
1,Mid.277,9,200,,,,,avg,1.056082447,0.373611111,26,,92,0,0,1,0,0,1,0,No
1,Mid.277,10,200,,,,,avg,1.056082447,0.373611111,7,18,78,1,1,0,27,1,0,0,No
1,Mid.277,11,200,,,,,avg,1.056082447,0.373611111,27,,97,0,0,1,0,0,1,0,No
1,Mid.277,12,200,,,,,avg,1.056082447,0.373611111,16,,95,0,0,1,0,0,1,0,No
1,Mid.277,13,200,,,,,avg,1.056082447,0.373611111,20,17,86,1,1,0,25,1,0,0,No
1,Mid.277,14,200,,,,,avg,1.056082447,0.373611111,18,18,88,1,1,0,32.625,1,0,0,No
1,Mid.277,15,200,,,,,avg,1.056082447,0.373611111,10,,97,0,0,1,0,0,1,0,No
1,Mid.277,1,393,381.84,385.9988889,0.434923557,0.352586877,57,1.110640212,0.373611111,10,18,82,1,1,0,32.125,1,0,0,No
1,Mid.277,2,393,342.62,385.9988889,4.786227955,4.167455051,55,1.07167038,0.373611111,11,17,83,1,1,0,38.375,1,0,0,No
1,Mid.277,3,393,363.99,385.9988889,2.357053677,2.129045179,54,1.052185464,0.373611111,17,,93,0,0,1,0,0,1,0,No
1,Mid.277,4,393,331.59,385.9988889,6.100001596,5.123382953,56,1.091155296,0.373611111,16,17,89,1,1,0,38.5,1,0,0,No
1,Mid.277,5,393,359.56,385.9988889,2.848687865,3.001288755,50,0.9742458,0.373611111,27,,99,0,0,1,0,0,1,0,No
1,Mid.277,6,393,314.58,385.9988889,8.214266213,7.702291639,53,1.032700548,0.373611111,7,17,78,1,1,0,37.625,1,0,0,No
1,Mid.277,7,393,307.49,385.9988889,9.129489907,7.949211609,55,1.07167038,0.373611111,0,,,,,,,,,,No
1,Mid.277,8,393,322.95,385.9988889,7.159997648,7.250625126,51,0.993730716,0.373611111,24,,98,0,0,1,0,0,1,0,No
1,Mid.277,9,393,271.37,385.9988889,14.14644575,8.553864995,66,1.286004456,0.373611111,15,19,94,1,1,0,29.875,1,0,0,No
1,Mid.277,10,393,349.83,385.9988889,3.950116812,4.161719968,50,0.9742458,0.373611111,21,,99,0,0,1,0,0,1,0,No
1,Mid.277,11,393,312.29,385.9988889,8.507599534,8.96334173,50,0.9742458,0.373611111,9,17,78,1,1,0,27,1,0,0,No
1,Mid.277,12,393,296.11,385.9988889,10.64355995,10.36771733,52,1.013215632,0.373611111,21,18,86,1,1,0,30.375,1,0,0,No
1,Mid.277,13,393,305.19,385.9988889,9.43092766,8.518631232,54,1.052185464,0.373611111,13,18,81,1,1,0,25.5,1,0,0,No
1,Mid.277,14,393,319.05,385.9988889,7.647791579,7.449588447,52,1.013215632,0.373611111,12,,94,0,0,1,0,0,1,0,No
1,Mid.277,15,393,285.19,385.9988889,12.15216265,10.2065847,56,1.091155296,0.373611111,14,18,87,1,1,0,25.5,1,0,0,No
1,War.5,2,0,234.85,385.9988889,19.72935576,13.09286619,63,1.227549708,0.377777778,37,,95,0,0,1,,0,1,0,Yes
1,War.5,3,0,247.15,385.9988889,17.70243291,11.74775235,63,1.227549708,0.377777778,13,,84,0,0,1,,0,1,0,Yes
1,War.5,4,0,206.08,385.9988889,24.91822249,17.63844574,61,1.188579876,0.377777778,32,,90,0,0,1,,0,1,0,Yes
1,War.5,5,0,245.52,385.9988889,17.96516791,12.30979515,62,1.208064792,0.377777778,11,,88,0,0,1,,0,1,0,Yes
1,War.5,6,0,235.03,385.9988889,19.69893498,13.94395591,61,1.188579876,0.377777778,22,,92,0,0,1,,0,1,0,Yes
1,War.5,7,0,,,,,58,1.130125128,0.377777778,19,,91,0,0,1,,0,1,0,Yes
1,War.5,8,0,218.54,385.9988889,22.58730371,15.98849722,61,1.188579876,0.377777778,23,,95,0,0,1,,0,1,0,Yes
1,War.5,9,0,219.29,385.9988889,22.45127173,16.98790592,59,1.149610044,0.377777778,16,21,93,1,0,1,,0,1,0,Yes
1,War.5,10,0,228.19,385.9988889,20.87163036,15.79265964,59,1.149610044,0.377777778,17,19,81,1,0,1,,0,1,0,Yes
1,War.5,11,0,200.2,385.9988889,26.06761154,18.45204456,61,1.188579876,0.377777778,27,,92,0,0,1,,0,1,0,Yes
1,War.5,12,0,245.26,385.9988889,18.0072378,11.22595535,65,1.26651954,0.377777778,4,20,75,1,0,1,,0,1,0,Yes
1,War.5,13,0,154.29,385.9988889,36.41031564,20.74003775,68,1.324974288,0.377777778,29,22,87,1,0,1,,0,1,0,Yes
1,War.5,14,0,276.03,385.9988889,13.31437244,9.424622319,61,1.188579876,0.377777778,21,,84,0,0,1,,0,1,0,Yes
1,War.5,15,0,223.61,385.9988889,21.67667317,14.85293139,62,1.208064792,0.377777778,26,21,85,1,0,1,,0,1,0,Yes
1,War.5,1,75,,,,,avg,1.187236089,0.377777778,22,21,86,1,0,1,0,0,1,0,Yes
1,War.5,2,75,,,,,avg,1.187236089,0.377777778,35,,90,0,0,1,0,0,1,0,Yes
1,War.5,3,75,,,,,avg,1.187236089,0.377777778,0,11,,1,0,1,0,0,0,1,Yes
1,War.5,5,75,,,,,avg,1.187236089,0.377777778,12,16,83,1,1,0,24.125,1,0,0,Yes
1,War.5,6,75,,,,,avg,1.187236089,0.377777778,11,19,81,1,0,1,0,0,1,0,Yes
1,War.5,7,75,,,,,avg,1.187236089,0.377777778,29,20,88,1,0,1,0,0,1,0,Yes
1,War.5,9,75,,,,,avg,1.187236089,0.377777778,27,22,84,1,0,1,0,0,1,0,Yes
1,War.5,10,75,,,,,avg,1.187236089,0.377777778,6,17,83,1,0,1,0,0,1,0,Yes
1,War.5,11,75,,,,,avg,1.187236089,0.377777778,0,11,,1,0,1,0,0,0,1,Yes
1,War.5,12,75,,,,,avg,1.187236089,0.377777778,5,17,76,1,0,1,0,0,1,0,Yes
1,War.5,13,75,,,,,avg,1.187236089,0.377777778,4,13,79,1,0,1,0,0,1,0,Yes
1,War.5,14,75,,,,,avg,1.187236089,0.377777778,4,13,76,1,0,1,0,0,1,0,Yes
1,War.5,15,75,,,,,avg,1.187236089,0.377777778,30,,95,0,0,1,0,0,1,0,Yes
1,War.5,1,200,,,,,avg,1.187236089,0.377777778,22,22,85,1,0,1,0,0,1,0,Yes
1,War.5,2,200,,,,,avg,1.187236089,0.377777778,5,13,79,1,1,0,,1,0,0,Yes
1,War.5,3,200,,,,,avg,1.187236089,0.377777778,12,19,88,1,0,1,0,0,1,0,Yes
1,War.5,4,200,,,,,avg,1.187236089,0.377777778,6,12,73,1,0,1,0,0,1,0,Yes
1,War.5,5,200,,,,,avg,1.187236089,0.377777778,19,18,78,1,1,0,35.375,1,0,0,Yes
