Genotype,Spore_level,Plate,Animal,Sex,Technical_Replicate,Flourometry_Reading,Length_mm,Size_mm2,Final_length_mm,Final_Size_mm2,Total_Growth,Infected_Uninfected,Susceptible,Infected,Spores_ul,Total_Fecundity,Control_Number,Control_Technical_Replicate,Control_Flour_Reading,USE_Control_Flour_Reading,Plate_Control,Sample,TimeTillDeathDays,Censured,Growth,Age_1st_clutch,Individual_ID,Control_mean,fr_sw
A45,150,A45_150,19,F,2,51455,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,1,1,NA,NA,A45_150_19,46564.4,-0.142673340873808
A45,150,A45_150,20,F,1,40336,1.056,1.1151,1.4208,2.01867264,0.9035,Infected,0,1,0,0,NA,NA,NA,NA,NA,1,14,0,0.03648,NA,A45_150_20,46564.4,0.20513132890117913
A45,150,A45_150,20,F,2,50001,1.056,1.1151,1.4208,2.01867264,0.9035,Infected,0,1,0,0,NA,NA,NA,NA,NA,1,14,0,0.03648,NA,A45_150_20,46564.4,-0.10172386364537044
A45,150,A45_150,21,F,1,46203,1.306,1.7046,1.7088,2.91999744,1.2154,Infected,0,1,79.28287348,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,A45_150_21,46564.4,0.01113081375993048
A45,150,A45_150,21,F,2,48794,1.306,1.7046,1.7088,2.91999744,1.2154,Infected,0,1,79.28287348,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,A45_150_21,46564.4,-0.0668157911485262
A45,150,A45_150,22,F,1,44535,1.306,1.7046,1.632,2.663424,0.9588,Infected,0,1,0,7,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,A45_150_22,46564.4,0.06365843398936646
A45,150,A45_150,22,F,2,42417,1.306,1.7046,1.632,2.663424,0.9588,Infected,0,1,0,7,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,A45_150_22,46564.4,0.13326725056939473
A45,150,A45_150,23,F,1,50654,1.094,1.1977,1.632,2.663424,1.4657,Exposed,0,1,106.9773106,0,NA,NA,NA,NA,NA,NA,14,0,0.05376,NA,A45_150_23,46564.4,-0.12025985749509717
A45,150,A45_150,23,F,2,43483,1.094,1.1977,1.632,2.663424,1.4657,Exposed,0,1,106.9773106,0,NA,NA,NA,NA,NA,NA,14,0,0.05376,NA,A45_150_23,46564.4,0.09780891937638624
A45,150,A45_150,24,F,1,46448,1.133,1.2832,1.632,2.663424,1.3802,Infected,0,1,22.14877352,0,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,A45_150_24,46564.4,0.003575561991593217
A45,150,A45_150,24,F,2,45597,1.133,1.2832,1.632,2.663424,1.3802,Infected,0,1,22.14877352,0,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,A45_150_24,46564.4,0.029991965419936564
A45,150,A45_150,25,F,1,42884,1.248,1.5575,1.5936,2.53956096,0.9821,Exposed,1,0,0,6,NA,NA,NA,NA,NA,3,14,0,0.03456,9,A45_150_25,46564.4,0.11762500668913714
A45,150,A45_150,25,F,2,40606,1.248,1.5575,1.5936,2.53956096,0.9821,Exposed,1,0,0,6,NA,NA,NA,NA,NA,3,14,0,0.03456,9,A45_150_25,46564.4,0.19560065962334272
A45,150,A45_150,26,F,1,48869,1.325,1.7551,1.5744,2.47873536,0.7236,Infected,0,1,0,7,NA,NA,NA,NA,NA,1,14,0,0.02496,9,A45_150_26,46564.4,-0.06900992563559079
A45,150,A45_150,26,F,2,45799,1.325,1.7551,1.5744,2.47873536,0.7236,Infected,0,1,0,7,NA,NA,NA,NA,NA,1,14,0,0.02496,9,A45_150_26,46564.4,0.023677205508217225
A45,150,A45_150,27,F,1,40007,1.19,1.4171,1.6512,2.72646144,1.3094,Infected,0,1,NA,2,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,A45_150_27,46564.4,0.21683123124738135
A45,150,A45_150,27,F,2,49861,1.19,1.4171,1.6512,2.72646144,1.3094,Infected,0,1,NA,2,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,A45_150_27,46564.4,-0.09771833339305812
A45,150,A45_150,28,F,1,41350,1.306,1.7046,1.5744,2.47873536,0.7741,Infected,0,1,29.14669793,3,NA,NA,NA,NA,NA,2,12,0,0.02688,9,A45_150_28,46564.4,0.16966268458098446
A45,150,A45_150,28,F,2,43791,1.306,1.7046,1.5744,2.47873536,0.7741,Infected,0,1,29.14669793,3,NA,NA,NA,NA,NA,2,12,0,0.02688,9,A45_150_28,46564.4,0.08772569122834113
A45,150,A45_150,29,F,1,49680,1.094,1.1977,NA,NA,NA,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,A45_150_29,46564.4,-0.09252305278404853
A45,150,A45_150,29,F,2,48467,1.094,1.1977,NA,NA,NA,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,A45_150_29,46564.4,-0.057209790443373744
A45,150,A45_150,30,F,1,44312,1.286,1.6548,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,3,1,NA,NA,A45_150_30,46564.4,0.07082968563655238
A45,150,A45_150,30,F,2,48794,1.286,1.6548,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,3,1,NA,NA,A45_150_30,46564.4,-0.0668157911485262
A45,300,A45_300,1,F,1,48477,1.19,1.4171,1.632,2.663424,1.2464,Exposed,0,0,0,5,NA,NA,NA,NA,NA,1,14,0,0.04416,11,A45_300_1,44380.7,-0.12612109772500094
A45,300,A45_300,1,F,2,44395,1.19,1.4171,1.632,2.663424,1.2464,Exposed,0,0,0,5,NA,NA,NA,NA,NA,1,14,0,0.04416,11,A45_300_1,44380.7,-4.6022890510041104e-4
A45,300,A45_300,2,F,1,43754,1.152,1.3271,1.5936,2.53956096,1.2125,Exposed,0,0,0,3,NA,NA,NA,NA,NA,1,14,0,0.04416,13,A45_300_2,44380.7,0.020316647221435617
A45,300,A45_300,2,F,2,43415,1.152,1.3271,1.5936,2.53956096,1.2125,Exposed,0,0,0,3,NA,NA,NA,NA,NA,1,14,0,0.04416,13,A45_300_2,44380.7,0.03142812391158771
A45,300,A45_300,3,F,1,42091,1.075,1.1561,1.5936,2.53956096,1.3835,Exposed,0,0,0,1,NA,NA,NA,NA,NA,1,14,0,0.05184,19,A45_300_3,44380.7,0.07567249876853545
A45,300,A45_300,3,F,2,42337,1.075,1.1561,1.5936,2.53956096,1.3835,Exposed,0,0,0,1,NA,NA,NA,NA,NA,1,14,0,0.05184,19,A45_300_3,44380.7,0.06734754576828694
A45,300,A45_300,4,F,1,42182,1.152,1.3271,1.5936,2.53956096,1.2125,Infected,0,1,31.72544879,4,NA,NA,NA,NA,NA,3,14,0,0.04416,19,A45_300_4,44380.7,0.07258728641042432
A45,300,A45_300,4,F,2,44160,1.152,1.3271,1.5936,2.53956096,1.2125,Infected,0,1,31.72544879,4,NA,NA,NA,NA,NA,3,14,0,0.04416,19,A45_300_4,44380.7,0.007121840402685738
A45,300,A45_300,5,F,1,45514,1.44,2.0736,1.6704,2.79023616,0.7166,Infected,0,1,104.2836518,6,NA,NA,NA,NA,NA,2,14,0,0.02304,7,A45_300_5,44380.7,-0.036021829551867286
A45,300,A45_300,5,F,2,40482,1.44,2.0736,1.6704,2.79023616,0.7166,Infected,0,1,104.2836518,6,NA,NA,NA,NA,NA,2,14,0,0.02304,7,A45_300_5,44380.7,0.13135322768196636
A45,300,A45_300,6,F,1,47702,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,1,1,NA,NA,A45_300_6,44380.7,-0.1030980506939506
A45,300,A45_300,6,F,2,48576,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,1,1,NA,NA,A45_300_6,44380.7,-0.12903555931777835
A45,300,A45_300,7,F,1,41072,1.325,1.7551,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,6,1,NA,NA,A45_300_7,44380.7,0.11068295160276459
A45,300,A45_300,7,F,2,36416,1.325,1.7551,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,6,1,NA,NA,A45_300_7,44380.7,0.2825663596383631
A45,300,A45_300,8,F,1,47340,1.152,1.3271,1.5936,2.53956096,1.2125,Infected,0,1,67.92472763,4,NA,NA,NA,NA,NA,2,14,0,0.04416,17,A45_300_8,44380.7,-0.0922155911930258
A45,300,A45_300,8,F,2,46983,1.152,1.3271,1.5936,2.53956096,1.2125,Infected,0,1,67.92472763,4,NA,NA,NA,NA,NA,2,14,0,0.04416,17,A45_300_8,44380.7,-0.08140163414526673
A45,300,A45_300,9,F,1,41512,1.306,1.7046,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,2,1,NA,NA,A45_300_9,44380.7,0.09546021169325894
A45,300,A45_300,9,F,2,44171,1.306,1.7046,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,2,1,NA,NA,A45_300_9,44380.7,0.006766035853987854
A45,300,A45_300,10,F,1,44184,1.306,1.7046,1.5936,2.53956096,0.835,Infected,0,1,96.86688175,5,NA,NA,NA,NA,NA,2,14,0,0.0288,9,A45_300_10,44380.7,0.006345653788333334
A45,300,A45_300,10,F,2,47817,1.306,1.7046,1.5936,2.53956096,0.835,Infected,0,1,96.86688175,5,NA,NA,NA,NA,NA,2,14,0,0.0288,9,A45_300_10,44380.7,-0.1065379065061511
A45,300,A45_300,11,F,1,41944,1.325,1.7551,1.5552,2.41864704,0.6636,Infected,0,1,78.8604003,4,NA,NA,NA,NA,NA,2,14,0,0.02304,9,A45_300_11,44380.7,0.08067042140069743
A45,300,A45_300,11,F,2,46623,1.325,1.7551,1.5552,2.41864704,0.6636,Infected,0,1,78.8604003,4,NA,NA,NA,NA,NA,2,14,0,0.02304,9,A45_300_11,44380.7,-0.07041327335837821
A45,300,A45_300,12,F,1,41229,1.286,1.6548,1.7088,2.91999744,1.2652,Exposed,0,0,0,5,NA,NA,NA,NA,NA,3,14,0,0.04224,10,A45_300_12,44380.7,0.10523256858556473
A45,300,A45_300,12,F,2,42513,1.286,1.6548,1.7088,2.91999744,1.2652,Exposed,0,0,0,5,NA,NA,NA,NA,NA,3,14,0,0.04224,10,A45_300_12,44380.7,0.06142111248553819
A45,300,A45_300,13,F,1,36283,1.382,1.911,1.728,2.985984,1.075,Exposed,0,0,0,10,NA,NA,NA,NA,NA,3,14,0,0.03456,8,A45_300_13,44380.7,0.28779339747856864
A45,300,A45_300,13,F,2,38162,1.382,1.911,1.728,2.985984,1.075,Exposed,0,0,0,10,NA,NA,NA,NA,NA,3,14,0,0.03456,8,A45_300_13,44380.7,0.21566347734652835
A45,300,A45_300,14,F,1,47237,1.21,1.4631,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,5,1,NA,NA,A45_300_14,44380.7,-0.08910399079724499
A45,300,A45_300,14,F,2,44913,1.21,1.4631,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,5,1,NA,NA,A45_300_14,44380.7,-0.01703227840727065
A45,300,A45_300,15,F,1,48875,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,A45_300_15,44380.7,-0.1378018972211571
A45,300,A45_300,15,F,2,55465,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,A45_300_15,44380.7,-0.31849642991414723
A45,300,A45_300,16,F,1,42937,1.248,1.5575,1.5168,2.30068224,0.7432,Infected,0,1,77.74753662,6,NA,NA,NA,NA,NA,2,14,0,0.02688,9,A45_300_16,44380.7,0.04724395024079841
A45,300,A45_300,16,F,2,42388,1.248,1.5575,1.5168,2.30068224,0.7432,Infected,0,1,77.74753662,6,NA,NA,NA,NA,NA,2,14,0,0.02688,9,A45_300_16,44380.7,0.06562769562590032
A45,300,A45_300,17,F,1,43880,1.248,1.5575,1.5168,2.30068224,0.7432,Infected,0,1,44.84906412,7,NA,NA,NA,NA,NA,3,14,0,0.02688,9,A45_300_17,44380.7,0.01620864977670038
A45,300,A45_300,17,F,2,44328,1.248,1.5575,1.5168,2.30068224,0.7432,Infected,0,1,44.84906412,7,NA,NA,NA,NA,NA,3,14,0,0.02688,9,A45_300_17,44380.7,0.0016973695509589107
A45,300,A45_300,18,F,1,38418,1.344,1.8063,1.5552,2.41864704,0.6123,Infected,0,1,146.8822662,1,NA,NA,NA,NA,NA,2,14,0,0.02112,NA,A45_300_18,44380.7,0.20611227212285682
A45,300,A45_300,18,F,2,39197,1.344,1.8063,1.5552,2.41864704,0.6123,Infected,0,1,146.8822662,1,NA,NA,NA,NA,NA,2,14,0,0.02112,NA,A45_300_18,44380.7,0.17743496713594942
A45,300,A45_300,19,F,1,39791,1.114,1.2401,NA,NA,NA,NA,NA,NA,22.196,2,NA,NA,NA,NA,NA,NA,11,0,NA,NA,A45_300_19,44380.7,0.15594847740712203
A45,300,A45_300,19,F,2,46652,1.114,1.2401,NA,NA,NA,NA,NA,NA,22.196,2,NA,NA,NA,NA,NA,NA,11,0,NA,NA,A45_300_19,44380.7,-0.07130158368297661
A45,300,A45_300,20,F,1,44790,1.382,1.911,1.6512,2.72646144,0.8154,Exposed,1,0,0,9,NA,NA,NA,NA,NA,3,14,0,0.02688,9,A45_300_20,44380.7,-0.013114585669269742
A45,300,A45_300,20,F,2,40178,1.382,1.911,1.6512,2.72646144,0.8154,Exposed,1,0,0,9,NA,NA,NA,NA,NA,3,14,0,0.02688,9,A45_300_20,44380.7,0.14212158301537453
A45,300,A45_300,21,F,1,53320,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,1,1,NA,NA,A45_300_21,44380.7,-0.2621525786568402
A45,300,A45_300,21,F,2,53218,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,1,1,NA,NA,A45_300_21,44380.7,-0.2594171353364088
A45,300,A45_300,22,F,1,43391,1.133,1.2832,1.632,2.663424,1.3802,Exposed,1,0,0,3,NA,NA,NA,NA,NA,3,14,0,0.04992,18,A45_300_22,44380.7,0.03221806274437168
A45,300,A45_300,22,F,2,46675,1.133,1.2832,1.632,2.663424,1.3802,Exposed,1,0,0,3,NA,NA,NA,NA,NA,3,14,0,0.04992,18,A45_300_22,44380.7,-0.07200571311009497
A45,300,A45_300,23,F,1,53039,0.902,0.8143,1.6704,2.79023616,1.9759,Exposed,1,0,0,2,NA,NA,NA,NA,NA,3,14,0,0.0768,19,A45_300_23,44380.7,-0.2546040025054711
A45,300,A45_300,23,F,2,50494,0.902,0.8143,1.6704,2.79023616,1.9759,Exposed,1,0,NA,2,NA,NA,NA,NA,NA,3,14,0,0.0768,19,A45_300_23,44380.7,-0.18435689584387938
A45,300,A45_300,24,F,1,39202,1.152,1.3271,1.632,2.663424,1.3363,Infected,0,1,80.58276125,3,NA,NA,NA,NA,NA,2,14,0,0.048,13,A45_300_24,44380.7,0.17725274906805202
A45,300,A45_300,24,F,2,44855,1.152,1.3271,1.632,2.663424,1.3363,Infected,0,1,80.58276125,3,NA,NA,NA,NA,NA,2,14,0,0.048,13,A45_300_24,44380.7,-0.0151862496578957
A45,300,A45_300,25,F,1,45561,1.056,1.1151,1.632,2.663424,1.5483,Exposed,1,0,0,1,NA,NA,NA,NA,NA,1,14,0,0.0576,19,A45_300_25,44380.7,-0.037496281665032494
A45,300,A45_300,25,F,2,44644,1.056,1.1151,1.632,2.663424,1.5483,Exposed,1,0,0,1,NA,NA,NA,NA,NA,1,14,0,0.0576,19,A45_300_25,44380.7,-0.008450327918212375
A45,300,A45_300,26,F,1,43987,1.306,1.7046,1.5936,2.53956096,0.835,Exposed,1,0,0,6,NA,NA,NA,NA,NA,1,14,0,0.0288,9,A45_300_26,44380.7,0.01272936361886641
A45,300,A45_300,26,F,2,41057,1.306,1.7046,1.5936,2.53956096,0.835,Exposed,1,0,0,6,NA,NA,NA,NA,NA,1,14,0,0.0288,9,A45_300_26,44380.7,0.11120477876897489
A45,300,A45_300,27,F,1,37618,1.286,1.6548,NA,NA,NA,Exposed,0,1,42.11109712,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,A45_300_27,44380.7,0.2361743300030102
A45,300,A45_300,27,F,2,45523,1.286,1.6548,NA,NA,NA,Exposed,0,1,42.11109712,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,A45_300_27,44380.7,-0.03630428927481564
A45,300,A45_300,28,F,1,46598,1.152,1.3271,1.7088,2.91999744,1.5929,Infected,1,0,0,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,A45_300_28,44380.7,-0.06964704500703073
A45,300,A45_300,28,F,2,41136,1.152,1.3271,1.7088,2.91999744,1.5929,Infected,1,0,0,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,A45_300_28,44380.7,0.10845862818169442
A45,300,A45_300,29,F,1,48444,1.152,1.3271,1.536,2.359296,1.0322,Exposed,1,0,0,3,NA,NA,NA,NA,NA,1,14,0,0.0384,12,A45_300_29,44380.7,-0.12514828772583467
A45,300,A45_300,29,F,2,43666,1.152,1.3271,1.536,2.359296,1.0322,Exposed,1,0,0,3,NA,NA,NA,NA,NA,1,14,0,0.0384,12,A45_300_29,44380.7,0.023192747156849946
A45,300,A45_300,30,F,1,37283,1.248,1.5575,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,12,1,NA,11,A45_300_30,44380.7,0.24895318795433008
A45,300,A45_300,30,F,2,35485,1.248,1.5575,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,12,1,NA,11,A45_300_30,44380.7,0.31956374039110524
Midland 252,0,M252_0,1,F,1,43324,1.248,1.5575,1.44,2.0736,0.5161,Control,1,0,0,9,NA,NA,NA,NA,NA,1,14,0,0.0192,8,Midland 252_0_1,48714.333333333336,0.167523645387631
Midland 252,0,M252_0,1,F,2,44357,1.248,1.5575,1.44,2.0736,0.5161,Control,1,0,0,9,NA,NA,NA,NA,NA,1,14,0,0.0192,8,Midland 252_0_1,48714.333333333336,0.13386110577673524
Midland 252,0,M252_0,2,F,1,42854,1.094,1.1977,1.4592,2.12926464,0.9316,Control,1,0,0,3,NA,NA,NA,NA,NA,1,14,0,0.03648,16,Midland 252_0_2,48714.333333333336,0.18310616595185464
Midland 252,0,M252_0,2,F,2,40336,1.094,1.1977,1.4592,2.12926464,0.9316,Control,1,0,0,3,NA,NA,NA,NA,NA,1,14,0,0.03648,16,Midland 252_0_2,48714.333333333336,0.2696127647132406
Midland 252,0,M252_0,3,F,1,46146,1.19,1.4171,1.4784,2.18566656,0.7686,Control,1,0,0,9,NA,NA,NA,NA,NA,1,14,0,0.0288,9,Midland 252_0_3,48714.333333333336,0.07737574634551508
Midland 252,0,M252_0,3,F,2,48297,1.19,1.4171,1.4784,2.18566656,0.7686,Control,1,0,0,9,NA,NA,NA,NA,NA,1,14,0,0.0288,9,Midland 252_0_3,48714.333333333336,0.012291226880807533
Midland 252,0,M252_0,4,F,1,46290,1.152,1.3271,1.536,2.359296,1.0322,Control,1,0,0,5,NA,NA,NA,NA,NA,1,14,0,0.0384,9,Midland 252_0_4,48714.333333333336,0.07292478671664734
Midland 252,0,M252_0,4,F,2,42336,1.152,1.3271,1.536,2.359296,1.0322,Control,1,0,0,5,NA,NA,NA,NA,NA,1,14,0,0.0384,9,Midland 252_0_4,48714.333333333336,0.20047931116041018
Midland 252,0,M252_0,5,F,1,42403,1.21,1.4631,1.5936,2.53956096,1.0764,Control,1,0,0,3,NA,NA,NA,NA,NA,1,14,0,0.0384,10,Midland 252_0_5,48714.333333333336,0.198220273275623
Midland 252,0,M252_0,5,F,2,43328,1.21,1.4631,1.5936,2.53956096,1.0764,Control,1,0,0,3,NA,NA,NA,NA,NA,1,14,0,0.0384,10,Midland 252_0_5,48714.333333333336,0.16739175493574632
Midland 252,0,M252_0,6,F,1,41855,1.133,1.2832,1.44,2.0736,0.7904,Control,1,0,0,7,NA,NA,NA,NA,NA,1,14,0,0.03072,12,Midland 252_0_6,48714.333333333336,0.2168029166183037
Midland 252,0,M252_0,6,F,2,41488,1.133,1.2832,1.44,2.0736,0.7904,Control,1,0,0,7,NA,NA,NA,NA,NA,1,14,0,0.03072,12,Midland 252_0_6,48714.333333333336,0.2293843956407481
Midland 252,0,M252_0,7,F,1,53419,0.864,0.7465,1.344,1.806336,1.0598,Control,1,0,0,2,NA,NA,NA,NA,NA,1,14,0,0.048,18,Midland 252_0_7,48714.333333333336,-0.1317045459729823
Midland 252,0,M252_0,7,F,2,52271,0.864,0.7465,1.344,1.806336,1.0598,Control,1,0,0,2,NA,NA,NA,NA,NA,1,14,0,0.048,18,Midland 252_0_7,48714.333333333336,-0.10066916889991288
Midland 252,0,M252_0,8,F,1,42748,1.21,1.4631,1.5552,2.41864704,0.9555,Control,1,0,0,5,NA,NA,NA,NA,NA,2,14,0,0.03456,9,Midland 252_0_8,48714.333333333336,0.1866441358316887
Midland 252,0,M252_0,8,F,2,44399,1.21,1.4631,1.5552,2.41864704,0.9555,Control,1,0,0,5,NA,NA,NA,NA,NA,2,14,0,0.03456,9,Midland 252_0_8,48714.333333333336,0.13250908440401643
Midland 252,0,M252_0,9,F,1,34857,1.152,1.3271,1.5744,2.47873536,1.1516,Control,1,0,0,4,NA,NA,NA,NA,NA,2,14,0,0.04224,12,Midland 252_0_9,48714.333333333336,0.47817046839428246
Midland 252,0,M252_0,9,F,2,35382,1.152,1.3271,1.5744,2.47873536,1.1516,Control,1,0,0,4,NA,NA,NA,NA,NA,2,14,0,0.04224,12,Midland 252_0_9,48714.333333333336,0.4568144135691575
Midland 252,0,M252_0,10,F,1,43193,1.248,1.5575,1.4592,2.12926464,0.5718,Control,1,0,0,3,NA,NA,NA,NA,NA,2,14,0,0.02112,10,Midland 252_0_10,48714.333333333336,0.17184980094460536
Midland 252,0,M252_0,10,F,2,46990,1.248,1.5575,1.4592,2.12926464,0.5718,Control,1,0,0,3,NA,NA,NA,NA,NA,2,14,0,0.02112,10,Midland 252_0_10,48714.333333333336,0.051483560900154365
Midland 252,0,M252_0,11,F,1,43308,NA,NA,NA,NA,0,Control,1,0,0,0,NA,NA,NA,NA,NA,NA,1,1,NA,NA,Midland 252_0_11,48714.333333333336,0.16805132899454356
Midland 252,0,M252_0,11,F,2,44144,NA,NA,NA,NA,0,Control,1,0,0,0,NA,NA,NA,NA,NA,NA,1,1,NA,NA,Midland 252_0_11,48714.333333333336,0.14073755467128865
Midland 252,0,M252_0,12,F,1,47902,1.267,1.6058,1.536,2.359296,0.7535,Control,1,0,0,11,NA,NA,NA,NA,NA,2,14,0,0.02688,8,Midland 252_0_12,48714.333333333336,0.02402292649453936
Midland 252,0,M252_0,12,F,2,48773,1.267,1.6058,1.536,2.359296,0.7535,Control,1,0,0,11,NA,NA,NA,NA,NA,2,14,0,0.02688,8,Midland 252_0_12,48714.333333333336,-0.0017193933008735763
Midland 252,0,M252_0,13,F,1,45494,1.152,1.3271,NA,NA,NA,Control,1,0,0,2,NA,NA,NA,NA,NA,NA,13,0,NA,13,Midland 252_0_13,48714.333333333336,0.0977040808788033
Midland 252,0,M252_0,13,F,2,45061,1.152,1.3271,NA,NA,NA,Control,1,0,0,2,NA,NA,NA,NA,NA,NA,13,0,NA,13,Midland 252_0_13,48714.333333333336,0.11136596907848648
Midland 252,0,M252_0,14,F,1,36576,1.229,1.5099,NA,NA,NA,Control,1,0,0,4,NA,NA,NA,NA,NA,NA,14,1,NA,11,Midland 252_0_14,48714.333333333336,0.40940145447490317
Midland 252,0,M252_0,14,F,2,36609,1.229,1.5099,NA,NA,NA,Control,1,0,0,4,NA,NA,NA,NA,NA,NA,14,1,NA,11,Midland 252_0_14,48714.333333333336,0.4081131341814572
Midland 252,0,M252_0,15,F,1,53791,1.094,1.1977,1.4016,1.96448256,0.7668,Control,1,0,0,5,NA,NA,NA,NA,NA,NA,14,0,0.03072,12,Midland 252_0_15,48714.333333333336,-0.14161837311949807
Midland 252,0,M252_0,15,F,2,51123,1.094,1.1977,1.4016,1.96448256,0.7668,Control,1,0,0,5,NA,NA,NA,NA,NA,NA,14,0,0.03072,12,Midland 252_0_15,48714.333333333336,-0.06894455435504722
Midland 252,0,M252_0,16,F,1,34319,1.402,1.9645,1.6512,2.72646144,0.762,Control,1,0,0,12,NA,NA,NA,NA,NA,2,14,0,0.02496,8,Midland 252_0_16,48714.333333333336,0.5003916701124491
Midland 252,0,M252_0,16,F,2,36366,1.402,1.9645,1.6512,2.72646144,0.762,Control,1,0,0,12,NA,NA,NA,NA,NA,2,14,0,0.02496,8,Midland 252_0_16,48714.333333333336,0.4176271907823276
Midland 252,0,M252_0,17,F,1,44204,1.248,1.5575,1.536,2.359296,0.8018,Control,1,0,0,10,NA,NA,NA,NA,NA,2,14,0,0.0288,8,Midland 252_0_17,48714.333333333336,0.13879717574042355
Midland 252,0,M252_0,17,F,2,40870,1.248,1.5575,1.536,2.359296,0.8018,Control,1,0,0,10,NA,NA,NA,NA,NA,2,14,0,0.0288,8,Midland 252_0_17,48714.333333333336,0.25082429738378054
Midland 252,0,M252_0,18,F,1,41161,1.133,1.2832,1.5936,2.53956096,1.2563,Control,1,0,0,11,NA,NA,NA,NA,NA,2,14,0,0.04608,11,Midland 252_0_18,48714.333333333336,0.24068871377379153
Midland 252,0,M252_0,18,F,2,50512,1.133,1.2832,1.5936,2.53956096,1.2563,Control,1,0,0,11,NA,NA,NA,NA,NA,2,14,0,0.04608,11,Midland 252_0_18,48714.333333333336,-0.05176803724400507
Midland 252,0,M252_0,19,F,1,46119,1.152,1.3271,1.536,2.359296,1.0322,Control,1,0,0,10,NA,NA,NA,NA,NA,3,14,0,0.0384,15,Midland 252_0_19,48714.333333333336,0.07821184735180038
Midland 252,0,M252_0,19,F,2,44386,1.152,1.3271,1.536,2.359296,1.0322,Control,1,0,0,10,NA,NA,NA,NA,NA,3,14,0,0.0384,15,Midland 252_0_19,48714.333333333336,0.13292743049185013
Midland 252,0,M252_0,20,F,1,47736,1.075,1.1561,NA,NA,NA,Control,1,0,0,2,NA,NA,NA,NA,NA,NA,7,1,NA,12,Midland 252_0_20,48714.333333333336,0.028982107892930643
Midland 252,0,M252_0,20,F,2,47270,1.075,1.1561,NA,NA,NA,Control,1,0,0,2,NA,NA,NA,NA,NA,NA,7,1,NA,12,Midland 252_0_20,48714.333333333336,0.042996372770981825
Midland 252,0,M252_0,21,F,1,44389,1.248,1.5575,1.4976,2.24280576,0.6853,Control,1,0,0,6,NA,NA,NA,NA,NA,3,14,0,0.02496,7,Midland 252_0_21,48714.333333333336,0.13283087821277717
Midland 252,0,M252_0,21,F,2,43817,1.248,1.5575,1.4976,2.24280576,0.6853,Control,1,0,0,6,NA,NA,NA,NA,NA,3,14,0,0.02496,7,Midland 252_0_21,48714.333333333336,0.15135919401526024
Midland 252,0,M252_0,22,F,1,51134,1.344,1.8063,NA,NA,NA,Control,1,0,0,3,NA,NA,NA,NA,NA,NA,10,1,NA,9,Midland 252_0_22,48714.333333333336,-0.06925190320695755
Midland 252,0,M252_0,22,F,2,51543,1.344,1.8063,NA,NA,NA,Control,1,0,0,3,NA,NA,NA,NA,NA,NA,10,1,NA,9,Midland 252_0_22,48714.333333333336,-0.08063300714729614
Midland 252,0,M252_0,23,F,1,50984,1.21,1.4631,NA,NA,NA,Control,1,0,0,5,NA,NA,NA,NA,NA,NA,12,1,NA,9,Midland 252_0_23,48714.333333333336,-0.06505507466737247
